process_cycle,repetition
"Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada, Comisionado",6
"Montaje, Producción montada, Montaje, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",6
"Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",6
"Montaje, Montaje, Producción montada, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",6
"Montaje, Producción montada, Composición de cargas",6
"Montaje, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",5
"Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",5
"Montaje, Montaje, Producción montada, Producción montada, Montaje, Montaje, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",5
"Montaje, Montaje, Producción montada, Producción montada, Montaje, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",5
"Montaje, Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",5
"Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje",5
"Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Montaje, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",5
"Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada",5
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada",5
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Cargado en carro L+D, Carga L+D liberada",5
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada",5
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada",5
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",5
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada",5
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",5
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",5
"Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada",5
"Entrada Material Sucio, Composición de cargas, Carga de esterilizador liberada",4
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Montaje, Producción montada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada",4
"Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Entrada Material Sucio, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada",4
"Entrada Material Sucio, Carga L+D iniciada, Carga L+D liberada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada",4
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Comisionado",4
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",4
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada",4
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",4
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",4
"Entrada Material Sucio, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",4
"Entrada Material Sucio, Cargado en carro L+D, Carga L+D iniciada, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Montaje, Producción montada, Composición de cargas, Carga de esterilizador liberada, Comisionado",4
"Cargado en carro L+D, Cargado en carro L+D, Cargado en carro L+D, Carga L+D iniciada, Carga L+D iniciada, Carga L+D iniciada, Carga L+D liberada, Carga L+D liberada, Carga L+D liberada",4
"Cargado en carro L+D, Carga L+D iniciada, Carga L+D liberada, Montaje, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Producción montada, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Composición de cargas, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Carga de esterilizador liberada, Comisionado",4
